Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Date,Request Day,Trip Duration (mins),Is Driver Assigned,Was Completed,Pickup_Airport,Request Period
6284,City,151,Trip Completed,15-07-2016 18:18,15-07-2016 19:10,15-07-2016,Friday,51.58333333,Yes,Yes,0,Evening
6403,Airport,151,Trip Completed,15-07-2016 19:25,15-07-2016 20:15,15-07-2016,Friday,49.86666667,Yes,Yes,1,Evening
6684,Airport,151,Trip Completed,15-07-2016 22:34,15-07-2016 23:27,15-07-2016,Friday,53.45,Yes,Yes,1,Night
451,City,152,Trip Completed,07-11-2016 09:10,07-11-2016 10:10,07-11-2016,Monday,60,Yes,Yes,0,Morning
588,City,152,Trip Completed,07-11-2016 11:20,07-11-2016 11:53,07-11-2016,Monday,33,Yes,Yes,0,Morning
671,Airport,152,Trip Completed,07-11-2016 13:16,07-11-2016 14:08,07-11-2016,Monday,52,Yes,Yes,1,Afternoon
1369,Airport,152,Trip Completed,07-12-2016 00:15,07-12-2016 00:53,07-12-2016,Wednesday,38,Yes,Yes,1,Night
1688,City,152,Trip Completed,07-12-2016 07:51,07-12-2016 08:21,07-12-2016,Wednesday,30,Yes,Yes,0,Morning
2861,City,152,Trip Completed,13-07-2016 05:38,13-07-2016 06:49,13-07-2016,Wednesday,70.05,Yes,Yes,0,Morning
3354,City,152,Trip Completed,13-07-2016 13:25,13-07-2016 14:39,13-07-2016,Wednesday,74.76666667,Yes,Yes,0,Afternoon
5141,Airport,152,Trip Completed,14-07-2016 20:15,14-07-2016 21:00,14-07-2016,Thursday,45.03333333,Yes,Yes,1,Evening
5460,Airport,152,Trip Completed,15-07-2016 04:06,15-07-2016 04:52,15-07-2016,Friday,45.76666667,Yes,Yes,1,Night
5904,City,152,Trip Completed,15-07-2016 10:00,15-07-2016 10:34,15-07-2016,Friday,33.7,Yes,Yes,0,Morning
5973,Airport,152,Trip Completed,15-07-2016 11:10,15-07-2016 12:12,15-07-2016,Friday,61.91666667,Yes,Yes,1,Morning
704,Airport,153,Trip Completed,07-11-2016 14:12,07-11-2016 15:06,07-11-2016,Monday,54,Yes,Yes,1,Afternoon
785,City,153,Trip Completed,07-11-2016 16:49,07-11-2016 17:24,07-11-2016,Monday,35,Yes,Yes,0,Afternoon
2631,Airport,153,Trip Completed,07-12-2016 22:18,07-12-2016 23:07,07-12-2016,Wednesday,49,Yes,Yes,1,Night
2911,Airport,153,Trip Completed,13-07-2016 06:09,13-07-2016 06:59,13-07-2016,Wednesday,50.05,Yes,Yes,1,Morning
3360,Airport,153,Trip Completed,13-07-2016 13:37,13-07-2016 14:20,13-07-2016,Wednesday,43.76666667,Yes,Yes,1,Afternoon
3667,Airport,153,Trip Completed,13-07-2016 19:23,13-07-2016 20:11,13-07-2016,Wednesday,48.06666667,Yes,Yes,1,Evening
4624,Airport,153,Trip Completed,14-07-2016 11:05,14-07-2016 11:53,14-07-2016,Thursday,48.2,Yes,Yes,1,Morning
604,City,154,Trip Completed,07-11-2016 11:44,07-11-2016 12:49,07-11-2016,Monday,65,Yes,Yes,0,Morning
1464,Airport,154,Trip Completed,07-12-2016 05:03,07-12-2016 06:03,07-12-2016,Wednesday,60,Yes,Yes,1,Morning
1810,City,154,Trip Completed,07-12-2016 09:18,07-12-2016 09:54,07-12-2016,Wednesday,36,Yes,Yes,0,Morning
2009,City,154,Trip Completed,07-12-2016 13:25,07-12-2016 14:33,07-12-2016,Wednesday,68,Yes,Yes,0,Afternoon
2166,City,154,Trip Completed,07-12-2016 17:30,07-12-2016 18:35,07-12-2016,Wednesday,65,Yes,Yes,0,Evening
5379,City,154,Trip Completed,14-07-2016 23:51,15-07-2016 01:04,14-07-2016,Thursday,73.15,Yes,Yes,0,Night
1367,City,155,Trip Completed,07-11-2016 00:05,07-11-2016 01:06,07-11-2016,Monday,61,Yes,Yes,0,Night
447,City,155,Trip Completed,07-11-2016 09:07,07-11-2016 09:57,07-11-2016,Monday,50,Yes,Yes,0,Morning
1682,City,155,Trip Completed,07-12-2016 07:47,07-12-2016 08:38,07-12-2016,Wednesday,51,Yes,Yes,0,Morning
2043,Airport,155,Trip Completed,07-12-2016 14:30,07-12-2016 15:21,07-12-2016,Wednesday,51,Yes,Yes,1,Afternoon
2796,Airport,155,Trip Completed,13-07-2016 04:49,13-07-2016 05:29,13-07-2016,Wednesday,40.55,Yes,Yes,1,Night
3945,City,155,Trip Completed,13-07-2016 22:33,13-07-2016 23:16,13-07-2016,Wednesday,43.2,Yes,Yes,0,Night
4196,City,155,Trip Completed,14-07-2016 05:29,14-07-2016 06:36,14-07-2016,Thursday,66.98333333,Yes,Yes,0,Morning
5174,City,155,Trip Completed,14-07-2016 20:29,14-07-2016 21:24,14-07-2016,Thursday,54.91666667,Yes,Yes,0,Evening
5480,City,155,Trip Completed,15-07-2016 04:51,15-07-2016 06:03,15-07-2016,Friday,72.71666667,Yes,Yes,0,Night
5883,Airport,155,Trip Completed,15-07-2016 09:39,15-07-2016 10:48,15-07-2016,Friday,69.03333333,Yes,Yes,1,Morning
6013,Airport,155,Trip Completed,15-07-2016 12:26,15-07-2016 13:03,15-07-2016,Friday,36.71666667,Yes,Yes,1,Afternoon
438,City,156,Trip Completed,07-11-2016 09:05,07-11-2016 10:14,07-11-2016,Monday,69,Yes,Yes,0,Morning
636,City,156,Trip Completed,07-11-2016 12:25,07-11-2016 13:09,07-11-2016,Monday,44,Yes,Yes,0,Afternoon
1938,Airport,156,Trip Completed,07-12-2016 11:21,07-12-2016 12:03,07-12-2016,Wednesday,42,Yes,Yes,1,Morning
2129,Airport,156,Trip Completed,07-12-2016 17:06,07-12-2016 18:18,07-12-2016,Wednesday,72,Yes,Yes,1,Evening
3337,Airport,156,Trip Completed,13-07-2016 12:42,13-07-2016 13:50,13-07-2016,Wednesday,68.11666667,Yes,Yes,1,Afternoon
3472,City,156,Trip Completed,13-07-2016 17:16,13-07-2016 18:06,13-07-2016,Wednesday,49.6,Yes,Yes,0,Evening
3991,City,156,Trip Completed,13-07-2016 23:24,14-07-2016 00:06,13-07-2016,Wednesday,42.21666667,Yes,Yes,0,Night
4221,Airport,156,Trip Completed,14-07-2016 05:46,14-07-2016 06:35,14-07-2016,Thursday,48.6,Yes,Yes,1,Morning
5719,Airport,156,Trip Completed,15-07-2016 07:45,15-07-2016 08:21,15-07-2016,Friday,35.63333333,Yes,Yes,1,Morning
143,Airport,157,Trip Completed,07-11-2016 05:24,07-11-2016 06:01,07-11-2016,Monday,37,Yes,Yes,1,Morning
784,City,157,Trip Completed,07-11-2016 16:50,07-11-2016 17:23,07-11-2016,Monday,33,Yes,Yes,0,Afternoon
1020,Airport,157,Trip Completed,07-11-2016 19:17,07-11-2016 20:08,07-11-2016,Monday,51,Yes,Yes,1,Evening
2934,City,157,Trip Completed,13-07-2016 06:28,13-07-2016 07:10,13-07-2016,Wednesday,41.93333333,Yes,Yes,0,Morning
4073,City,157,Trip Completed,14-07-2016 02:10,14-07-2016 02:54,14-07-2016,Thursday,43.75,Yes,Yes,0,Night
4751,City,157,Trip Completed,14-07-2016 15:18,14-07-2016 16:12,14-07-2016,Thursday,54.21666667,Yes,Yes,0,Afternoon
5275,City,157,Trip Completed,14-07-2016 21:38,14-07-2016 22:21,14-07-2016,Thursday,43.7,Yes,Yes,0,Night
1262,Airport,158,Trip Completed,07-11-2016 22:00,07-11-2016 23:04,07-11-2016,Monday,64,Yes,Yes,1,Night
1600,City,158,Trip Completed,07-12-2016 06:39,07-12-2016 07:13,07-12-2016,Wednesday,34,Yes,Yes,0,Morning
2016,City,158,Trip Completed,07-12-2016 13:34,07-12-2016 14:36,07-12-2016,Wednesday,62,Yes,Yes,0,Afternoon
2370,Airport,158,Trip Completed,07-12-2016 19:37,07-12-2016 20:11,07-12-2016,Wednesday,34,Yes,Yes,1,Evening
3192,Airport,158,Trip Completed,13-07-2016 09:32,13-07-2016 10:42,13-07-2016,Wednesday,69.95,Yes,Yes,1,Morning
3367,Airport,158,Trip Completed,13-07-2016 13:51,13-07-2016 14:29,13-07-2016,Wednesday,38.5,Yes,Yes,1,Afternoon
3952,City,158,Trip Completed,13-07-2016 22:45,13-07-2016 23:41,13-07-2016,Wednesday,55.88333333,Yes,Yes,0,Night
4517,Airport,158,Trip Completed,14-07-2016 09:22,14-07-2016 10:04,14-07-2016,Thursday,41.95,Yes,Yes,1,Morning
4944,City,158,Trip Completed,14-07-2016 18:33,14-07-2016 19:04,14-07-2016,Thursday,31.8,Yes,Yes,0,Evening
6037,Airport,158,Trip Completed,15-07-2016 13:03,15-07-2016 14:01,15-07-2016,Friday,58.13333333,Yes,Yes,1,Afternoon
6385,Airport,158,Trip Completed,15-07-2016 19:19,15-07-2016 20:21,15-07-2016,Friday,61.21666667,Yes,Yes,1,Evening
398,City,159,Trip Completed,07-11-2016 08:26,07-11-2016 09:32,07-11-2016,Monday,66,Yes,Yes,0,Morning
2163,Airport,159,Trip Completed,07-12-2016 17:30,07-12-2016 18:07,07-12-2016,Wednesday,37,Yes,Yes,1,Evening
3985,Airport,159,Trip Completed,13-07-2016 23:15,14-07-2016 00:33,13-07-2016,Wednesday,78.21666667,Yes,Yes,1,Night
4780,City,159,Trip Completed,14-07-2016 16:29,14-07-2016 16:58,14-07-2016,Thursday,29,Yes,Yes,0,Afternoon
5453,City,159,Trip Completed,15-07-2016 03:38,15-07-2016 04:28,15-07-2016,Friday,50.11666667,Yes,Yes,0,Night
5807,City,159,Trip Completed,15-07-2016 08:41,15-07-2016 09:11,15-07-2016,Friday,30.38333333,Yes,Yes,0,Morning
6074,Airport,159,Trip Completed,15-07-2016 14:07,15-07-2016 14:56,15-07-2016,Friday,49.15,Yes,Yes,1,Afternoon
6651,City,159,Trip Completed,15-07-2016 22:06,15-07-2016 22:46,15-07-2016,Friday,39.48333333,Yes,Yes,0,Night
223,Airport,160,Trip Completed,07-11-2016 06:13,07-11-2016 07:05,07-11-2016,Monday,52,Yes,Yes,1,Morning
680,City,160,Trip Completed,07-11-2016 13:30,07-11-2016 14:38,07-11-2016,Monday,68,Yes,Yes,0,Afternoon
887,Airport,160,Trip Completed,07-11-2016 18:10,07-11-2016 18:47,07-11-2016,Monday,37,Yes,Yes,1,Evening
1689,Airport,160,Trip Completed,07-12-2016 07:51,07-12-2016 08:32,07-12-2016,Wednesday,41,Yes,Yes,1,Morning
1939,City,160,Trip Completed,07-12-2016 11:18,07-12-2016 11:54,07-12-2016,Wednesday,36,Yes,Yes,0,Morning
2182,City,160,Trip Completed,07-12-2016 17:42,07-12-2016 18:30,07-12-2016,Wednesday,48,Yes,Yes,0,Evening
3223,Airport,160,Trip Completed,13-07-2016 09:48,13-07-2016 10:31,13-07-2016,Wednesday,43.18333333,Yes,Yes,1,Morning
3819,Airport,160,Trip Completed,13-07-2016 21:08,13-07-2016 21:48,13-07-2016,Wednesday,40.56666667,Yes,Yes,1,Night
4823,Airport,160,Trip Completed,14-07-2016 17:22,14-07-2016 18:38,14-07-2016,Thursday,76.15,Yes,Yes,1,Evening
5431,Airport,160,Trip Completed,15-07-2016 02:38,15-07-2016 03:23,15-07-2016,Friday,45.4,Yes,Yes,1,Night
6353,Airport,160,Trip Completed,15-07-2016 18:57,15-07-2016 19:27,15-07-2016,Friday,30.93333333,Yes,Yes,1,Evening
163,City,161,Trip Completed,07-11-2016 05:35,07-11-2016 06:49,07-11-2016,Monday,74,Yes,Yes,0,Morning
706,Airport,161,Trip Completed,07-11-2016 14:12,07-11-2016 15:27,07-11-2016,Monday,75,Yes,Yes,1,Afternoon
1214,Airport,161,Trip Completed,07-11-2016 21:30,07-11-2016 21:57,07-11-2016,Monday,27,Yes,Yes,1,Night
1399,City,161,Trip Completed,07-12-2016 02:35,07-12-2016 03:42,07-12-2016,Wednesday,67,Yes,Yes,0,Night
1574,Airport,161,Trip Completed,07-12-2016 06:26,07-12-2016 07:15,07-12-2016,Wednesday,49,Yes,Yes,1,Morning
1870,City,161,Trip Completed,07-12-2016 10:01,07-12-2016 10:42,07-12-2016,Wednesday,41,Yes,Yes,0,Morning
2267,Airport,161,Trip Completed,07-12-2016 18:33,07-12-2016 19:36,07-12-2016,Wednesday,63,Yes,Yes,1,Evening
2658,Airport,161,Trip Completed,07-12-2016 23:18,13-07-2016 00:03,07-12-2016,Wednesday,-213074.65,Yes,Yes,1,Night
3048,Airport,161,Trip Completed,13-07-2016 07:41,13-07-2016 08:14,13-07-2016,Wednesday,33.03333333,Yes,Yes,1,Morning
3301,Airport,161,Trip Completed,13-07-2016 11:41,13-07-2016 12:28,13-07-2016,Wednesday,46.96666667,Yes,Yes,1,Morning
3477,City,161,Trip Completed,13-07-2016 17:18,13-07-2016 18:09,13-07-2016,Wednesday,51.9,Yes,Yes,0,Evening
4371,City,161,Trip Completed,14-07-2016 07:34,14-07-2016 08:24,14-07-2016,Thursday,49.6,Yes,Yes,0,Morning
445,City,162,Trip Completed,07-11-2016 09:06,07-11-2016 10:05,07-11-2016,Monday,59,Yes,Yes,0,Morning
1100,Airport,162,Trip Completed,07-11-2016 20:10,07-11-2016 20:52,07-11-2016,Monday,42,Yes,Yes,1,Evening
1961,City,162,Trip Completed,07-12-2016 11:53,07-12-2016 12:27,07-12-2016,Wednesday,34,Yes,Yes,0,Morning
3215,Airport,162,Trip Completed,13-07-2016 09:49,13-07-2016 10:57,13-07-2016,Wednesday,67.96666667,Yes,Yes,1,Morning
3997,Airport,162,Trip Completed,13-07-2016 23:36,14-07-2016 00:22,13-07-2016,Wednesday,46.05,Yes,Yes,1,Night
4385,City,162,Trip Completed,14-07-2016 07:51,14-07-2016 08:24,14-07-2016,Thursday,32.15,Yes,Yes,0,Morning
4736,City,162,Trip Completed,14-07-2016 14:31,14-07-2016 15:50,14-07-2016,Thursday,79.63333333,Yes,Yes,0,Afternoon
5291,Airport,162,Trip Completed,14-07-2016 21:48,14-07-2016 22:45,14-07-2016,Thursday,57.28333333,Yes,Yes,1,Night
5350,City,162,Trip Completed,14-07-2016 22:52,14-07-2016 23:42,14-07-2016,Thursday,50.26666667,Yes,Yes,0,Night
5768,City,162,Trip Completed,15-07-2016 08:27,15-07-2016 09:30,15-07-2016,Friday,63.2,Yes,Yes,0,Morning
675,City,163,Trip Completed,07-11-2016 13:24,07-11-2016 13:55,07-11-2016,Monday,31,Yes,Yes,0,Afternoon
1996,Airport,163,Trip Completed,07-12-2016 12:57,07-12-2016 14:06,07-12-2016,Wednesday,69,Yes,Yes,1,Afternoon
2510,City,163,Trip Completed,07-12-2016 21:01,07-12-2016 21:50,07-12-2016,Wednesday,49,Yes,Yes,0,Night
3969,Airport,163,Trip Completed,13-07-2016 22:58,13-07-2016 23:58,13-07-2016,Wednesday,59.63333333,Yes,Yes,1,Night
4397,City,163,Trip Completed,14-07-2016 07:56,14-07-2016 08:57,14-07-2016,Thursday,61.41666667,Yes,Yes,0,Morning
5326,City,163,Trip Completed,14-07-2016 22:09,14-07-2016 23:13,14-07-2016,Thursday,63.76666667,Yes,Yes,0,Night
5987,City,163,Trip Completed,15-07-2016 11:42,15-07-2016 12:49,15-07-2016,Friday,67.41666667,Yes,Yes,0,Morning
6152,Airport,163,Trip Completed,15-07-2016 16:15,15-07-2016 17:16,15-07-2016,Friday,61.18333333,Yes,Yes,1,Afternoon
6317,City,163,Trip Completed,15-07-2016 18:35,15-07-2016 19:05,15-07-2016,Friday,29.15,Yes,Yes,0,Evening
602,City,164,Trip Completed,07-11-2016 11:38,07-11-2016 12:57,07-11-2016,Monday,79,Yes,Yes,0,Morning
981,City,164,Trip Completed,07-11-2016 19:01,07-11-2016 19:39,07-11-2016,Monday,38,Yes,Yes,0,Evening
1317,Airport,164,Trip Completed,07-11-2016 22:57,07-11-2016 23:52,07-11-2016,Monday,55,Yes,Yes,1,Night
2112,Airport,164,Trip Completed,07-12-2016 16:32,07-12-2016 17:03,07-12-2016,Wednesday,31,Yes,Yes,1,Afternoon
2365,City,164,Trip Completed,07-12-2016 19:34,07-12-2016 20:12,07-12-2016,Wednesday,38,Yes,Yes,0,Evening
2849,City,164,Trip Completed,13-07-2016 05:29,13-07-2016 06:34,13-07-2016,Wednesday,64.75,Yes,Yes,0,Morning
4573,City,164,Trip Completed,14-07-2016 09:47,14-07-2016 10:47,14-07-2016,Thursday,59.2,Yes,Yes,0,Morning
5095,City,164,Trip Completed,14-07-2016 19:48,14-07-2016 20:55,14-07-2016,Thursday,66.85,Yes,Yes,0,Evening
741,Airport,165,Trip Completed,07-11-2016 15:39,07-11-2016 16:27,07-11-2016,Monday,48,Yes,Yes,1,Afternoon
1873,City,165,Trip Completed,07-12-2016 09:59,07-12-2016 10:44,07-12-2016,Wednesday,45,Yes,Yes,0,Morning
2134,Airport,165,Trip Completed,07-12-2016 17:14,07-12-2016 17:44,07-12-2016,Wednesday,30,Yes,Yes,1,Evening
3461,Airport,165,Trip Completed,13-07-2016 17:04,13-07-2016 18:07,13-07-2016,Wednesday,63.56666667,Yes,Yes,1,Evening
3711,Airport,165,Trip Completed,13-07-2016 19:47,13-07-2016 20:46,13-07-2016,Wednesday,58.76666667,Yes,Yes,1,Evening
5001,Airport,165,Trip Completed,14-07-2016 18:59,14-07-2016 19:35,14-07-2016,Thursday,35.91666667,Yes,Yes,1,Evening
248,City,166,Trip Completed,07-11-2016 06:38,07-11-2016 07:45,07-11-2016,Monday,67,Yes,Yes,0,Morning
1321,Airport,166,Trip Completed,07-11-2016 23:01,07-12-2016 00:05,07-11-2016,Monday,41824,Yes,Yes,1,Night
1997,City,166,Trip Completed,07-12-2016 13:02,07-12-2016 13:57,07-12-2016,Wednesday,55,Yes,Yes,0,Afternoon
2544,City,166,Trip Completed,07-12-2016 21:22,07-12-2016 21:51,07-12-2016,Wednesday,29,Yes,Yes,0,Night
3863,City,166,Trip Completed,13-07-2016 21:44,13-07-2016 22:50,13-07-2016,Wednesday,65.83333333,Yes,Yes,0,Night
4336,City,166,Trip Completed,14-07-2016 07:14,14-07-2016 08:34,14-07-2016,Thursday,80.26666667,Yes,Yes,0,Morning
4754,City,166,Trip Completed,14-07-2016 15:24,14-07-2016 16:18,14-07-2016,Thursday,53.66666667,Yes,Yes,0,Afternoon
6620,City,166,Trip Completed,15-07-2016 21:48,15-07-2016 22:36,15-07-2016,Friday,48.1,Yes,Yes,0,Night
500,Airport,167,Trip Completed,07-11-2016 09:38,07-11-2016 10:12,07-11-2016,Monday,34,Yes,Yes,1,Morning
1518,City,167,Trip Completed,07-12-2016 05:50,07-12-2016 06:38,07-12-2016,Wednesday,48,Yes,Yes,0,Morning
3082,City,167,Trip Completed,13-07-2016 08:10,13-07-2016 08:50,13-07-2016,Wednesday,40.56666667,Yes,Yes,0,Morning
3478,Airport,167,Trip Completed,13-07-2016 17:19,13-07-2016 17:53,13-07-2016,Wednesday,33.98333333,Yes,Yes,1,Evening
4539,City,167,Trip Completed,14-07-2016 09:35,14-07-2016 10:46,14-07-2016,Thursday,70.33333333,Yes,Yes,0,Morning
4791,City,167,Trip Completed,14-07-2016 16:43,14-07-2016 17:32,14-07-2016,Thursday,49.8,Yes,Yes,0,Afternoon
5263,City,167,Trip Completed,14-07-2016 21:30,14-07-2016 21:59,14-07-2016,Thursday,28.86666667,Yes,Yes,0,Night
1679,City,168,Trip Completed,07-12-2016 07:46,07-12-2016 08:24,07-12-2016,Wednesday,38,Yes,Yes,0,Morning
2276,Airport,168,Trip Completed,07-12-2016 18:38,07-12-2016 19:46,07-12-2016,Wednesday,68,Yes,Yes,1,Evening
2747,Airport,168,Trip Completed,13-07-2016 03:17,13-07-2016 03:54,13-07-2016,Wednesday,37.9,Yes,Yes,1,Night
3370,City,168,Trip Completed,13-07-2016 13:56,13-07-2016 14:56,13-07-2016,Wednesday,59.28333333,Yes,Yes,0,Afternoon
3741,Airport,168,Trip Completed,13-07-2016 20:14,13-07-2016 21:21,13-07-2016,Wednesday,67.23333333,Yes,Yes,1,Evening
4266,Airport,168,Trip Completed,14-07-2016 06:10,14-07-2016 06:56,14-07-2016,Thursday,46.01666667,Yes,Yes,1,Morning
5596,City,168,Trip Completed,15-07-2016 06:08,15-07-2016 06:51,15-07-2016,Friday,42.51666667,Yes,Yes,0,Morning
5961,Airport,168,Trip Completed,15-07-2016 10:55,15-07-2016 11:54,15-07-2016,Friday,58.71666667,Yes,Yes,1,Morning
6418,City,168,Trip Completed,15-07-2016 19:45,15-07-2016 20:22,15-07-2016,Friday,37.46666667,Yes,Yes,0,Evening
759,City,169,Trip Completed,07-11-2016 16:16,07-11-2016 16:47,07-11-2016,Monday,31,Yes,Yes,0,Afternoon
2524,Airport,169,Trip Completed,07-12-2016 21:09,07-12-2016 21:55,07-12-2016,Wednesday,46,Yes,Yes,1,Night
2769,Airport,169,Trip Completed,13-07-2016 04:13,13-07-2016 05:06,13-07-2016,Wednesday,52.71666667,Yes,Yes,1,Night
5071,Airport,169,Trip Completed,14-07-2016 19:30,14-07-2016 20:17,14-07-2016,Thursday,46.91666667,Yes,Yes,1,Evening
5287,City,169,Trip Completed,14-07-2016 21:46,14-07-2016 22:35,14-07-2016,Thursday,48.9,Yes,Yes,0,Night
33,Airport,170,Trip Completed,07-11-2016 02:17,07-11-2016 03:31,07-11-2016,Monday,74,Yes,Yes,1,Night
2692,City,170,Trip Completed,13-07-2016 00:42,13-07-2016 01:40,13-07-2016,Wednesday,58.56666667,Yes,Yes,0,Night
2835,City,170,Trip Completed,13-07-2016 05:19,13-07-2016 06:24,13-07-2016,Wednesday,64.95,Yes,Yes,0,Morning
3122,Airport,170,Trip Completed,13-07-2016 08:37,13-07-2016 09:13,13-07-2016,Wednesday,36.33333333,Yes,Yes,1,Morning
3465,City,170,Trip Completed,13-07-2016 17:12,13-07-2016 18:03,13-07-2016,Wednesday,51.5,Yes,Yes,0,Evening
3857,City,170,Trip Completed,13-07-2016 21:34,13-07-2016 22:46,13-07-2016,Wednesday,72.28333333,Yes,Yes,0,Night
4343,Airport,170,Trip Completed,14-07-2016 07:17,14-07-2016 08:07,14-07-2016,Thursday,50.28333333,Yes,Yes,1,Morning
4417,City,170,Trip Completed,14-07-2016 08:13,14-07-2016 09:07,14-07-2016,Thursday,54.01666667,Yes,Yes,0,Morning
5756,City,170,Trip Completed,15-07-2016 08:03,15-07-2016 08:51,15-07-2016,Friday,48.76666667,Yes,Yes,0,Morning
5907,Airport,170,Trip Completed,15-07-2016 09:56,15-07-2016 11:04,15-07-2016,Friday,68.13333333,Yes,Yes,1,Morning
699,Airport,171,Trip Completed,07-11-2016 14:02,07-11-2016 15:02,07-11-2016,Monday,60,Yes,Yes,1,Afternoon
821,City,171,Trip Completed,07-11-2016 17:34,07-11-2016 17:57,07-11-2016,Monday,23,Yes,Yes,0,Evening
2085,City,171,Trip Completed,07-12-2016 15:41,07-12-2016 16:27,07-12-2016,Wednesday,46,Yes,Yes,0,Afternoon
2346,Airport,171,Trip Completed,07-12-2016 19:17,07-12-2016 20:04,07-12-2016,Wednesday,47,Yes,Yes,1,Evening
2704,City,171,Trip Completed,13-07-2016 01:12,13-07-2016 01:58,13-07-2016,Wednesday,45.61666667,Yes,Yes,0,Night
2901,Airport,171,Trip Completed,13-07-2016 06:04,13-07-2016 07:17,13-07-2016,Wednesday,73.2,Yes,Yes,1,Morning
3475,City,171,Trip Completed,13-07-2016 17:19,13-07-2016 17:55,13-07-2016,Wednesday,35.91666667,Yes,Yes,0,Evening
3743,Airport,171,Trip Completed,13-07-2016 20:19,13-07-2016 21:10,13-07-2016,Wednesday,50.45,Yes,Yes,1,Evening
5209,Airport,171,Trip Completed,14-07-2016 20:58,14-07-2016 21:59,14-07-2016,Thursday,61.26666667,Yes,Yes,1,Evening
6674,Airport,171,Trip Completed,15-07-2016 22:25,15-07-2016 23:08,15-07-2016,Friday,43.01666667,Yes,Yes,1,Night
714,City,172,Trip Completed,07-11-2016 14:28,07-11-2016 15:34,07-11-2016,Monday,66,Yes,Yes,0,Afternoon
792,Airport,172,Trip Completed,07-11-2016 17:01,07-11-2016 17:44,07-11-2016,Monday,43,Yes,Yes,1,Evening
1341,Airport,172,Trip Completed,07-11-2016 23:26,07-12-2016 00:06,07-11-2016,Monday,41800,Yes,Yes,1,Night
1745,City,172,Trip Completed,07-12-2016 08:22,07-12-2016 09:13,07-12-2016,Wednesday,51,Yes,Yes,0,Morning
1971,City,172,Trip Completed,07-12-2016 12:08,07-12-2016 13:25,07-12-2016,Wednesday,77,Yes,Yes,0,Afternoon
2632,City,172,Trip Completed,07-12-2016 22:19,07-12-2016 23:21,07-12-2016,Wednesday,62,Yes,Yes,0,Night
2935,City,172,Trip Completed,13-07-2016 06:30,13-07-2016 07:01,13-07-2016,Wednesday,31.56666667,Yes,Yes,0,Morning
3142,Airport,172,Trip Completed,13-07-2016 08:50,13-07-2016 09:59,13-07-2016,Wednesday,68.33333333,Yes,Yes,1,Morning
4516,City,172,Trip Completed,14-07-2016 09:11,14-07-2016 09:57,14-07-2016,Thursday,46.28333333,Yes,Yes,0,Morning
4605,Airport,172,Trip Completed,14-07-2016 10:14,14-07-2016 11:25,14-07-2016,Thursday,70.73333333,Yes,Yes,1,Morning
5936,Airport,172,Trip Completed,15-07-2016 10:17,15-07-2016 11:04,15-07-2016,Friday,46.88333333,Yes,Yes,1,Morning
6621,City,172,Trip Completed,15-07-2016 21:49,15-07-2016 22:30,15-07-2016,Friday,40.71666667,Yes,Yes,0,Night
752,Airport,173,Trip Completed,07-11-2016 16:03,07-11-2016 17:08,07-11-2016,Monday,65,Yes,Yes,1,Afternoon
1336,City,173,Trip Completed,07-11-2016 23:17,07-11-2016 23:52,07-11-2016,Monday,35,Yes,Yes,0,Night
1836,Airport,173,Trip Completed,07-12-2016 09:37,07-12-2016 10:19,07-12-2016,Wednesday,42,Yes,Yes,1,Morning
2447,Airport,173,Trip Completed,07-12-2016 20:24,07-12-2016 21:36,07-12-2016,Wednesday,72,Yes,Yes,1,Evening
3517,Airport,173,Trip Completed,13-07-2016 17:46,13-07-2016 18:35,13-07-2016,Wednesday,48.76666667,Yes,Yes,1,Evening
3831,Airport,173,Trip Completed,13-07-2016 21:16,13-07-2016 22:16,13-07-2016,Wednesday,59.48333333,Yes,Yes,1,Night
4136,City,173,Trip Completed,14-07-2016 04:46,14-07-2016 05:21,14-07-2016,Thursday,35.41666667,Yes,Yes,0,Night
4700,Airport,173,Trip Completed,14-07-2016 13:08,14-07-2016 13:54,14-07-2016,Thursday,46.73333333,Yes,Yes,1,Afternoon
5484,City,173,Trip Completed,15-07-2016 04:54,15-07-2016 05:47,15-07-2016,Friday,52.28333333,Yes,Yes,0,Night
5900,City,173,Trip Completed,15-07-2016 09:53,15-07-2016 10:44,15-07-2016,Friday,51.25,Yes,Yes,0,Morning
6634,Airport,173,Trip Completed,15-07-2016 22:03,15-07-2016 22:44,15-07-2016,Friday,41.68333333,Yes,Yes,1,Night
426,City,174,Trip Completed,07-11-2016 08:48,07-11-2016 09:53,07-11-2016,Monday,65,Yes,Yes,0,Morning
1320,City,174,Trip Completed,07-11-2016 22:52,07-12-2016 00:06,07-11-2016,Monday,41834,Yes,Yes,0,Night
1588,City,174,Trip Completed,07-12-2016 06:32,07-12-2016 07:19,07-12-2016,Wednesday,47,Yes,Yes,0,Morning
2375,Airport,174,Trip Completed,07-12-2016 19:38,07-12-2016 20:38,07-12-2016,Wednesday,60,Yes,Yes,1,Evening
4411,Airport,174,Trip Completed,14-07-2016 08:09,14-07-2016 08:52,14-07-2016,Thursday,42.51666667,Yes,Yes,1,Morning
4769,Airport,174,Trip Completed,14-07-2016 15:42,14-07-2016 16:41,14-07-2016,Thursday,58.5,Yes,Yes,1,Afternoon
